
Quadro extraído em 21 de Julho de 2019 (13:30:18)
http://www.ine.pt



Localização geográfica (NUTS - 2013) (1) ;Crimes registados (N.º) pelas autoridades policiais por Localização geográfica (NUTS - 2013) e Categoria de crime -  Anual (3) ;;;;;;;;;
;Período de referência dos dados (2) ;;;;;;;;;
;2016;;;;;;;;;
;Categoria de crime;;;;;;;;;
;Total;Crimes contra as pessoas;Crimes de homicídio voluntário consumado;Crimes contra o património;Crimes contra a identidade cultural e integridade pessoal;Crimes contra a vida em sociedade;Crimes contra o Estado;Crimes contra animais de companhia;Crimes previstos em legislação avulsa;
;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;
PT: Portugal;330872;80929;76;171738;35;43042;5829;1623;27676;
1: Continente;312828;74631;65;164650;x x;40667;5459;1513;25875;
11: Norte;100301;26709;18;51033;x x;14600;1485;324;6142;
111: Alto Minho;6736;1942;x x;3237;x x;1016;80;29;431;
1111601: Arcos de Valdevez;651;194;x x;259;x x;141;13;4;39;
1111602: Caminha;563;184;x x;279;x x;49;? ?;? ?;42;
1111603: Melgaço;205;59;x x;74;x x;47;? ?;? ?;21;
1111604: Monção;447;81;x x;212;x x;120;? ?;- -;? ?;
1111605: Paredes de Coura;225;46;x x;84;x x;70;? ?;? ?;20;
1111606: Ponte da Barca;346;110;x x;155;x x;68;? ?;- -;? ?;
1111607: Ponte de Lima;953;264;x x;452;x x;161;? ?;? ?;62;
1111608: Valença;656;168;x x;327;x x;104;? ?;? ?;49;
1111609: Viana do Castelo;2367;779;x x;1213;x x;217;25;16;117;
1111610: Vila Nova de Cerveira;323;57;x x;182;x x;39;? ?;? ?;37;
112: Cávado;10388;2721;x x;5603;x x;1392;149;27;495;
1120301: Amares;441;137;x x;143;x x;124;13;3;21;
1120302: Barcelos;2229;668;x x;1126;x x;277;26;4;127;
1120303: Braga;5316;1234;x x;3248;x x;525;89;9;211;
1120306: Esposende;1010;238;x x;538;x x;148;8;6;72;
1120310: Terras de Bouro;217;46;x x;75;x x;79;4;- -;13;
1120313: Vila Verde;1175;398;x x;473;x x;239;9;5;51;
119: Ave;8932;2576;x x;3844;x x;1775;158;27;552;
1190304: Cabeceiras de Basto;425;125;x x;129;x x;148;3;- -;20;
1190307: Fafe;987;301;x x;354;x x;264;18;4;46;
1190308: Guimarães;3323;948;x x;1590;x x;513;47;7;218;
1191705: Mondim de Basto;163;51;x x;70;x x;36;? ?;- -;? ?;
1190309: Póvoa de Lanhoso;589;145;x x;179;x x;190;? ?;? ?;59;
1190311: Vieira do Minho;332;102;x x;126;x x;86;? ?;- -;? ?;
1190312: Vila Nova de Famalicão;2670;791;x x;1262;x x;420;47;11;139;
1190314: Vizela;443;113;x x;134;x x;118;? ?;? ?;53;
11A: Área Metropolitana do Porto;54423;13592;x x;30340;x x;5900;769;175;3641;
11A0104: Arouca;302;103;x x;113;x x;70;7;- -;9;
11A0107: Espinho;979;335;x x;432;x x;114;13;4;81;
11A1304: Gondomar;3729;1138;x x;1936;x x;376;42;11;226;
11A1306: Maia;4156;886;x x;2601;x x;375;67;12;213;
11A1308: Matosinhos;5818;1392;x x;3362;x x;585;64;27;388;
11A0113: Oliveira de Azeméis;1151;350;x x;517;x x;214;12;5;53;
11A1310: Paredes;1932;628;x x;810;x x;384;20;5;85;
11A1312: Porto;14461;2805;x x;8577;x x;1466;257;32;1322;
11A1313: Póvoa de Varzim;1668;465;x x;1083;x x;84;8;3;25;
11A0109: Santa Maria da Feira;3496;931;x x;1768;x x;521;68;7;200;
11A1314: Santo Tirso;1519;467;x x;635;x x;287;33;12;85;
11A0116: São João da Madeira;751;245;x x;342;x x;101;18;5;40;
11A1318: Trofa;954;259;x x;500;x x;111;15;3;66;
11A0119: Vale de Cambra;334;84;x x;141;x x;78;6;- -;25;
11A1315: Valongo;2134;652;x x;1065;x x;288;18;6;105;
11A1316: Vila do Conde;2241;549;x x;1188;x x;247;25;3;228;
11A1317: Vila Nova de Gaia;8798;2303;x x;5270;x x;599;96;40;490;
11B: Alto Tâmega;2797;709;x x;1023;x x;896;45;11;113;
11B1702: Boticas;172;29;x x;51;x x;78;? ?;? ?;9;
11B1703: Chaves;1053;311;x x;443;x x;231;16;5;47;
11B1706: Montalegre;498;91;x x;113;x x;282;? ?;? ?;9;
11B1709: Ribeira de Pena;184;42;x x;47;x x;67;5;- -;23;
11B1712: Valpaços;537;152;x x;220;x x;134;? ?;? ?;17;
11B1713: Vila Pouca de Aguiar;353;84;x x;149;x x;104;? ?;? ?;8;
11C: Tâmega e Sousa;9481;2750;x x;3742;x x;2265;143;24;557;
11C1301: Amarante;1154;334;x x;484;x x;249;? ?;? ?;68;
11C1302: Baião;458;185;x x;129;x x;128;? ?;? ?;8;
11C0106: Castelo de Paiva;323;101;x x;128;x x;70;10;3;11;
11C0305: Celorico de Basto;403;78;x x;102;x x;195;7;- -;21;
11C1804: Cinfães;397;128;x x;194;x x;45;? ?;? ?;18;
11C1303: Felgueiras;1621;423;x x;666;x x;384;22;- -;126;
11C1305: Lousada;1077;262;x x;434;x x;311;? ?;? ?;57;
11C1307: Marco de Canaveses;1009;287;x x;432;x x;225;8;6;51;
11C1309: Paços de Ferreira;1225;395;x x;482;x x;214;25;- -;109;
11C1311: Penafiel;1526;446;x x;588;x x;388;24;4;76;
11C1813: Resende;288;111;x x;103;x x;56;6;- -;12;
11D: Douro;4392;1478;x x;1798;x x;811;87;20;198;
11D1701: Alijó;277;114;x x;107;x x;43;6;- -;7;
11D1801: Armamar;104;44;x x;44;x x;? ?;? ?;- -;- -;
11D0403: Carrazeda de Ansiães;145;53;x x;71;x x;10;? ?;? ?;8;
11D0404: Freixo de Espada à Cinta;99;42;x x;47;x x;? ?;? ?;- -;? ?;
11D1805: Lamego;450;165;x x;200;x x;51;? ?;? ?;21;
11D1704: Mesão Frio;117;52;x x;29;x x;29;3;- -;4;
11D1807: Moimenta da Beira;219;54;x x;104;x x;37;8;- -;16;
11D1707: Murça;147;50;x x;58;x x;33;- -;3;3;
11D1812: Penedono;35;17;x x;10;x x;4;? ?;- -;? ?;
11D1708: Peso da Régua;365;148;x x;149;x x;46;4;4;14;
11D1710: Sabrosa;141;40;x x;53;x x;41;? ?;- -;? ?;
11D1711: Santa Marta de Penaguião;139;57;x x;39;x x;37;? ?;- -;? ?;
11D1815: São João da Pesqueira;127;59;x x;45;x x;15;- -;3;5;
11D1818: Sernancelhe;58;13;x x;30;x x;? ?;- -;? ?;- -;
11D1819: Tabuaço;73;30;x x;21;x x;15;? ?;- -;? ?;
11D1820: Tarouca;141;69;x x;50;x x;15;? ?;? ?;? ?;
11D0409: Torre de Moncorvo;254;75;x x;107;x x;56;5;- -;11;
11D0914: Vila Nova de Foz Côa;225;71;x x;81;x x;45;13;- -;15;
11D1714: Vila Real;1276;325;x x;553;x x;299;26;5;68;
11E: Terras de Trás-os-Montes;3152;941;x x;1446;x x;545;54;11;155;
11E0401: Alfândega da Fé;101;32;x x;56;x x;7;- -;- -;6;
11E0402: Bragança;1172;316;x x;543;x x;223;? ?;? ?;69;
11E0405: Macedo de Cavaleiros;429;135;x x;213;x x;55;7;3;16;
11E0406: Miranda do Douro;240;60;x x;90;x x;79;3;- -;8;
11E0407: Mirandela;533;168;x x;203;x x;116;10;3;33;
11E0408: Mogadouro;189;73;x x;86;x x;17;? ?;? ?;4;
11E0410: Vila Flor;186;70;x x;95;x x;11;? ?;? ?;5;
11E0411: Vimioso;129;34;x x;66;x x;17;? ?;? ?;8;
11E0412: Vinhais;173;53;x x;94;x x;20;- -;- -;6;
16: Centro;58023;15270;14;29594;x x;8522;1049;282;3303;
16B: Oeste;9340;2156;x x;5035;x x;1279;148;31;691;
16B1001: Alcobaça;1422;310;x x;779;x x;213;28;4;88;
16B1101: Alenquer;836;189;x x;423;x x;146;11;4;63;
16B1102: Arruda dos Vinhos;344;102;x x;143;x x;75;5;- -;19;
16B1005: Bombarral;307;56;x x;140;x x;62;10;- -;39;
16B1104: Cadaval;321;90;x x;179;x x;31;? ?;? ?;18;
16B1006: Caldas da Rainha;1537;366;x x;789;x x;229;20;3;130;
16B1108: Lourinhã;585;150;x x;344;x x;59;? ?;? ?;25;
16B1011: Nazaré;523;116;x x;293;x x;63;11;3;37;
16B1012: Óbidos;325;40;x x;245;x x;23;5;- -;12;
16B1014: Peniche;887;168;x x;549;x x;97;11;7;55;
16B1112: Sobral de Monte Agraço;252;69;x x;128;x x;35;? ?;? ?;15;
16B1113: Torres Vedras;2001;500;x x;1023;x x;246;39;3;190;
16D: Região de Aveiro;10437;2687;x x;5346;x x;1507;246;41;610;
16D0101: Águeda;1165;292;x x;577;x x;155;36;10;95;
16D0102: Albergaria-a-Velha;715;184;x x;373;x x;81;? ?;? ?;54;
16D0103: Anadia;616;195;x x;259;x x;107;? ?;? ?;38;
16D0105: Aveiro;2527;582;x x;1443;x x;298;52;3;149;
16D0108: Estarreja;827;193;x x;446;x x;124;25;4;35;
16D0110: Ílhavo;1338;268;x x;674;x x;289;35;6;66;
16D0112: Murtosa;343;94;x x;154;x x;53;16;3;23;
16D0114: Oliveira do Bairro;705;189;x x;319;x x;140;? ?;? ?;42;
16D0115: Ovar;1464;459;x x;731;x x;166;21;7;80;
16D0117: Sever do Vouga;276;92;x x;116;x x;50;? ?;? ?;12;
16D0118: Vagos;461;139;x x;254;x x;44;? ?;? ?;16;
16E: Região de Coimbra;11613;3173;x x;6015;x x;1489;232;58;644;
16E0601: Arganil;273;98;x x;137;x x;32;? ?;- -;? ?;
16E0602: Cantanhede;1107;324;x x;511;x x;171;18;5;78;
16E0603: Coimbra;4895;1208;x x;2729;x x;549;127;26;254;
16E0604: Condeixa-a-Nova;277;78;x x;139;x x;43;5;? ?;? ?;
16E0605: Figueira da Foz;1418;417;x x;732;x x;135;22;4;108;
16E0606: Góis;108;35;x x;48;x x;22;- -;- -;3;
16E0607: Lousã;417;104;x x;208;x x;69;? ?;? ?;31;
16E0111: Mealhada;385;104;x x;192;x x;65;? ?;? ?;12;
16E0608: Mira;365;93;x x;160;x x;65;4;3;40;
16E0609: Miranda do Corvo;236;69;x x;120;x x;28;3;- -;16;
16E0610: Montemor-o-Velho;545;179;x x;271;x x;59;5;3;28;
16E1808: Mortágua;145;39;x x;73;x x;20;8;? ?;? ?;
16E0611: Oliveira do Hospital;350;107;x x;154;x x;62;? ?;? ?;19;
16E0612: Pampilhosa da Serra;63;19;x x;27;x x;14;? ?;- -;? ?;
16E0613: Penacova;233;82;x x;103;x x;29;8;3;8;
16E0614: Penela;154;33;x x;79;x x;30;? ?;? ?;5;
16E0615: Soure;259;83;x x;134;x x;33;- -;? ?;? ?;
16E0616: Tábua;234;67;x x;117;x x;38;3;- -;9;
16E0617: Vila Nova de Poiares;149;34;x x;81;x x;25;? ?;? ?;4;
16F: Região de Leiria;6869;1509;x x;3945;x x;852;113;27;423;
16F1002: Alvaiázere;157;40;x x;82;x x;27;4;- -;4;
16F1003: Ansião;218;52;x x;119;x x;37;5;- -;5;
16F1004: Batalha;366;57;x x;236;x x;41;? ?;? ?;24;
16F1007: Castanheira de Pêra;85;22;x x;33;x x;20;7;? ?;? ?;
